i_iter,reward,result
1,765.90,19_10_5_13_1_2_15_12_14_17_18_9_6_12_11_0_4_10_17_16
2,799.99,19_6_5_9_18_13_16_2_10_12_7_17_8_10_15_0_14_15_3_10
3,799.99,19_6_5_9_18_13_16_2_10_12_7_17_8_10_15_0_14_15_3_10
4,799.99,19_6_5_9_18_13_16_2_10_12_7_17_8_10_15_0_14_15_3_10
5,816.32,19_18_5_15_7_2_18_3_10_8_17_1_14_13_9_12_6_0_8_16
6,849.59,19_0_5_11_12_2_9_8_10_9_3_12_14_7_17_6_7_18_13_16
7,849.59,19_0_5_11_12_2_9_8_10_9_3_12_14_7_17_6_7_18_13_16
8,849.59,19_0_5_11_12_2_9_8_10_9_3_12_14_7_17_6_7_18_13_16
9,849.59,19_0_5_11_12_2_9_8_10_9_3_12_14_7_17_6_7_18_13_16
10,849.59,19_0_5_11_12_2_9_8_10_9_3_12_14_7_17_6_7_18_13_16
11,849.59,19_0_5_11_12_2_9_8_10_9_3_12_14_7_17_6_7_18_13_16
12,849.59,19_0_5_11_12_2_9_8_10_9_3_12_14_7_17_6_7_18_13_16
13,859.07,19_0_5_11_4_2_17_13_10_15_3_12_14_7_17_6_1_8_18_16
14,859.07,19_0_5_11_4_2_17_13_10_15_3_12_14_7_17_6_1_8_18_16
15,859.07,19_0_5_11_4_2_17_13_10_15_3_12_14_7_17_6_1_8_18_16
16,859.07,19_0_5_11_4_2_17_13_10_15_3_12_14_7_17_6_1_8_18_16
17,865.59,19_0_5_11_4_2_7_1_10_13_3_12_14_8_17_6_18_17_9_16
18,871.67,19_0_5_11_0_2_7_13_10_1_3_12_14_7_17_6_9_8_18_16
19,871.67,19_0_5_11_0_2_7_13_10_1_3_12_14_7_17_6_9_8_18_16
20,871.67,19_0_5_11_0_2_7_13_10_1_3_12_14_7_17_6_9_8_18_16
21,878.49,19_0_5_11_4_2_4_8_10_15_3_12_14_7_17_6_9_13_18_16
22,878.49,19_0_5_11_4_2_4_8_10_15_3_12_14_7_17_6_9_13_18_16
23,878.49,19_0_5_11_4_2_4_8_10_15_3_12_14_7_17_6_9_13_18_16
24,878.49,19_0_5_11_4_2_4_8_10_15_3_12_14_7_17_6_9_13_18_16
25,878.49,19_0_5_11_4_2_4_8_10_15_3_12_14_7_17_6_9_13_18_16
26,878.49,19_0_5_11_4_2_4_8_10_15_3_12_14_7_17_6_9_13_18_16
27,878.49,19_0_5_11_4_2_4_8_10_15_3_12_14_7_17_6_9_13_18_16
28,878.49,19_0_5_11_4_2_4_8_10_15_3_12_14_7_17_6_9_13_18_16
29,878.49,19_0_5_11_4_2_4_8_10_15_3_12_14_7_17_6_9_13_18_16
30,878.49,19_0_5_11_4_2_4_8_10_15_3_12_14_7_17_6_9_13_18_16
31,879.92,19_0_5_11_4_2_13_1_10_15_3_12_14_8_6_17_18_9_7_16
32,879.92,19_0_5_11_4_2_13_1_10_15_3_12_14_8_6_17_18_9_7_16
33,879.92,19_0_5_11_4_2_13_1_10_15_3_12_14_8_6_17_18_9_7_16
34,879.92,19_0_5_11_4_2_13_1_10_15_3_12_14_8_6_17_18_9_7_16
35,879.92,19_0_5_11_4_2_13_1_10_15_3_12_14_8_6_17_18_9_7_16
36,879.92,19_0_5_11_4_2_13_1_10_15_3_12_14_8_6_17_18_9_7_16
37,879.92,19_0_5_11_4_2_13_1_10_15_3_12_14_8_6_17_18_9_7_16
38,879.92,19_0_5_11_4_2_13_1_10_15_3_12_14_8_6_17_18_9_7_16
39,879.92,19_0_5_11_4_2_13_1_10_15_3_12_14_8_6_17_18_9_7_16
40,879.92,19_0_5_11_4_2_13_1_10_15_3_12_14_8_6_17_18_9_7_16
41,884.40,19_0_5_11_4_2_17_13_10_1_3_12_14_7_17_6_9_8_18_16
42,884.40,19_0_5_11_4_2_17_13_10_1_3_12_14_7_17_6_9_8_18_16
43,884.40,19_0_5_11_4_2_17_13_10_1_3_12_14_7_17_6_9_8_18_16
44,884.40,19_0_5_11_4_2_17_13_10_1_3_12_14_7_17_6_9_8_18_16
45,884.40,19_0_5_11_4_2_17_13_10_1_3_12_14_7_17_6_9_8_18_16
46,884.40,19_0_5_11_4_2_17_13_10_1_3_12_14_7_17_6_9_8_18_16
