i_iter,reward,result
1,741.24,12_11_11_10_0_8_16_5_2_13_18_3_3_7_6_14_13_0_17_8
2,741.24,12_11_11_10_0_8_16_5_2_13_18_3_3_7_6_14_13_0_17_8
3,782.14,0_13_9_16_1_16_5_11_2_17_10_18_8_1_13_14_12_6_7_11
4,782.14,0_13_9_16_1_16_5_11_2_17_10_18_8_1_13_14_12_6_7_11
5,789.24,12_14_0_13_3_4_13_11_6_19_10_4_6_18_1_2_8_7_5_16
6,791.22,17_14_9_16_13_2_5_13_8_4_10_16_7_12_1_3_17_11_18_9
7,791.22,17_14_9_16_13_2_5_13_8_4_10_16_7_12_1_3_17_11_18_9
8,791.22,17_14_9_16_13_2_5_13_8_4_10_16_7_12_1_3_17_11_18_9
9,824.18,12_14_17_13_3_8_13_11_0_19_10_4_6_18_1_2_8_7_5_16
10,824.18,12_14_17_13_3_8_13_11_0_19_10_4_6_18_1_2_8_7_5_16
11,824.18,12_14_17_13_3_8_13_11_0_19_10_4_6_18_1_2_8_7_5_16
12,824.18,12_14_17_13_3_8_13_11_0_19_10_4_6_18_1_2_8_7_5_16
13,824.18,12_14_17_13_3_8_13_11_0_19_10_4_6_18_1_2_8_7_5_16
14,824.18,12_14_17_13_3_8_13_11_0_19_10_4_6_18_1_2_8_7_5_16
15,830.62,11_5_12_16_3_0_17_17_13_12_10_4_18_8_1_2_19_7_14_9
16,830.62,11_5_12_16_3_0_17_17_13_12_10_4_18_8_1_2_19_7_14_9
17,830.62,11_5_12_16_3_0_17_17_13_12_10_4_18_8_1_2_19_7_14_9
18,833.67,3_7_7_16_11_14_5_13_17_9_10_4_0_12_1_2_8_6_18_9
19,833.67,3_7_7_16_11_14_5_13_17_9_10_4_0_12_1_2_8_6_18_9
20,833.67,3_7_7_16_11_14_5_13_17_9_10_4_0_12_1_2_8_6_18_9
21,833.67,3_7_7_16_11_14_5_13_17_9_10_4_0_12_1_2_8_6_18_9
22,833.67,3_7_7_16_11_14_5_13_17_9_10_4_0_12_1_2_8_6_18_9
23,833.67,3_7_7_16_11_14_5_13_17_9_10_4_0_12_1_2_8_6_18_9
24,837.86,17_14_9_16_13_15_5_11_8_8_10_2_7_0_1_3_19_12_18_4
25,857.38,3_7_19_16_11_14_5_13_17_17_10_4_0_12_1_2_8_6_18_9
26,857.38,3_7_19_16_11_14_5_13_17_17_10_4_0_12_1_2_8_6_18_9
27,857.38,3_7_19_16_11_14_5_13_17_17_10_4_0_12_1_2_8_6_18_9
28,857.38,3_7_19_16_11_14_5_13_17_17_10_4_0_12_1_2_8_6_18_9
29,857.38,3_7_19_16_11_14_5_13_17_17_10_4_0_12_1_2_8_6_18_9
30,857.38,3_7_19_16_11_14_5_13_17_17_10_4_0_12_1_2_8_6_18_9
31,863.71,16_6_17_10_3_18_14_11_1_12_5_4_0_15_9_2_8_7_9_13
32,867.96,16_6_17_10_3_18_16_11_14_12_5_4_0_15_1_2_8_7_9_13
