result,reward,convergence_iter
19_1_5_9_18_2_3_13_10_0_17_12_14_4_11_6_8_7_15_16,953.059,5000
19_7_5_9_1_2_3_13_10_6_18_12_14_4_11_17_8_0_15_16,952.628,5000
19_1_5_9_18_2_3_13_10_0_17_12_14_4_11_6_8_7_15_16,953.059,5000
19_0_5_11_11_2_13_1_10_6_3_12_14_9_17_15_8_7_18_16,891.177,93
19_1_5_9_17_2_3_13_10_0_18_12_14_4_11_6_8_7_15_16,952.813,4765
19_1_5_9_18_2_3_13_10_0_17_12_14_4_11_6_8_7_15_16,953.059,5000
19_0_5_0_6_2_4_13_10_1_3_12_14_9_11_15_8_7_17_16,897.685,70
19_1_5_9_18_2_3_13_10_0_17_12_14_4_11_6_8_7_15_16,953.059,5000
