result,reward,convergence_iter
18_8_19_9_3_2_5_1_10_6_4_12_13_0_11_17_14_7_15_16,949.875,5000
2_14_11_9_3_18_5_10_7_12_17_19_13_4_1_6_8_0_15_16,955.599,5000
2_1_17_8_6_3_5_13_10_19_4_18_9_12_11_7_14_0_15_16,944.201,5000
11_1_2_16_17_18_5_10_7_12_3_19_13_0_4_6_8_9_15_14,947.466,5000
11_1_14_9_18_2_5_10_7_6_17_19_13_12_4_3_8_0_15_16,950.394,5000
11_6_2_9_15_19_5_1_10_0_17_12_13_4_3_7_8_14_16_18,940.741,5000
2_1_11_9_3_10_5_13_7_12_17_19_14_18_4_6_8_0_15_16,954.173,5000
11_1_17_3_15_2_5_10_7_19_18_14_13_9_4_6_8_0_16_12,946.590,5000
