result,reward,convergence_iter
19_1_5_9_3_18_2_13_10_6_7_12_14_4_11_17_8_0_15_16,953.332,5000
19_0_5_11_1_2_17_8_10_13_3_12_14_9_17_6_4_7_18_16,892.446,66
19_1_5_9_18_2_3_13_10_0_17_12_14_4_11_6_8_7_15_16,953.059,5000
19_1_5_9_18_2_3_13_10_0_17_12_14_4_11_6_8_7_15_16,953.059,5000
19_7_5_8_3_2_17_13_10_12_3_8_14_9_4_0_11_18_6_16,885.521,54
19_1_5_9_18_2_3_13_10_0_17_12_14_4_11_6_8_7_15_16,953.059,5000
19_7_5_9_1_2_3_17_10_6_18_12_13_4_11_14_8_0_15_16,951.714,4662
19_1_5_9_18_2_3_13_10_0_17_12_14_4_11_6_8_7_15_16,953.059,5000
