result,reward,convergence_iter
11_1_2_9_3_18_5_13_10_0_7_4_14_12_6_17_8_19_15_16,947.813,5000
19_1_2_9_3_18_5_13_10_6_16_4_14_12_11_17_8_7_15_0,949.325,5000
11_1_2_8_3_18_5_13_7_12_10_4_14_15_6_17_9_0_19_16,940.685,5000
19_1_2_9_3_18_5_13_10_6_0_4_14_12_11_17_8_7_15_16,950.717,5000
19_6_2_9_1_18_5_13_10_12_3_4_14_0_11_17_8_7_15_16,955.486,5000
19_6_2_9_3_18_5_1_10_0_7_4_13_12_11_17_8_14_15_16,949.172,5000
11_1_2_9_0_18_5_13_10_6_3_4_19_12_14_17_8_7_15_16,946.121,5000
19_6_2_9_3_18_5_13_10_12_15_4_14_0_11_17_8_7_16_1,950.907,5000
