result,reward,convergence_iter
19_1_5_9_15_2_3_17_10_0_18_12_13_4_11_6_8_7_16_14,950.286,5000
19_1_5_9_18_2_3_13_10_0_17_12_14_4_11_6_8_7_15_16,953.059,4709
19_1_5_9_18_2_3_13_10_6_4_12_14_0_11_17_8_7_15_16,952.873,5000
19_1_5_9_18_2_3_13_10_6_4_12_14_0_11_17_8_7_15_16,952.873,4488
19_1_5_9_18_2_3_13_10_6_4_12_14_0_11_17_8_7_15_16,952.873,5000
2_1_5_9_4_18_3_13_10_12_17_19_14_0_11_6_8_7_15_16,955.904,5000
19_1_5_9_17_2_3_13_10_0_18_12_14_4_11_6_8_7_15_16,952.813,5000
19_1_5_9_18_2_3_13_10_6_4_12_14_0_11_17_8_7_15_16,952.873,5000
