result,reward,convergence_iter
6_1_2_9_3_18_5_13_10_19_16_4_14_0_11_17_8_7_15_12,948.526,5000
11_1_2_8_3_10_5_18_15_12_0_4_13_9_6_17_14_7_19_16,938.666,5000
19_1_2_6_16_18_5_13_10_12_3_4_14_9_11_17_8_7_15_0,947.459,5000
19_6_2_9_3_18_5_1_10_12_7_4_13_0_11_17_8_14_15_16,952.419,5000
19_6_2_9_3_18_5_1_10_12_14_4_13_0_11_17_8_7_15_16,950.499,5000
19_6_2_9_1_18_5_13_10_0_3_4_14_12_11_17_8_7_15_16,952.239,5000
11_1_2_9_15_18_5_13_3_19_10_4_14_12_6_17_8_7_16_0,938.917,5000
11_6_2_9_15_18_5_10_7_12_3_4_13_0_1_17_8_14_19_16,951.373,5000
