population_multiplier,offsprings_multiplier,result,reward,convergence_iter
10,10,10_29_14_39_23_37_25_19_28_17_8_35_18_24_21_1_6_33_38_20_4_5_0_27_13_2_30_32_31_9_36_7_26_11_34_15_16_3_12_22,2117.975,34
10,15,10_29_14_39_23_37_25_19_28_17_8_35_18_24_21_1_6_33_38_20_4_5_0_27_13_2_30_32_31_9_36_7_26_11_34_15_16_3_12_22,2117.975,8
15,10,21_28_19_30_13_32_14_16_28_18_8_37_7_5_1_36_29_22_2_0_4_25_26_24_17_6_27_23_10_7_31_11_38_35_12_39_35_15_4_9,2341.333,15000
15,15,10_29_14_39_23_37_25_19_28_17_8_35_18_24_21_1_6_33_38_20_4_5_0_27_13_2_30_32_31_9_36_7_26_11_34_15_16_3_12_22,2117.975,18
